age,race,years_educ,union_status,smsa_size,region,weekly_earn
45,1,12,2,2,2,375
40,1,16,2,2,2,999
57,1,12,2,2,2,588
32,1,12,2,2,2,560
58,1,16,2,2,2,400
29,1,12,2,2,2,340
32,1,12,2,2,2,260
29,1,16,1,2,2,600
47,1,18,2,2,2,999
38,1,12,1,2,2,406
28,1,12,2,3,2,520
22,1,13,2,2,2,394
33,3,16,2,2,2,865
46,1,16,2,3,2,812
25,1,13,1,2,2,370
29,1,18,2,3,2,500
56,1,15,2,2,2,320
32,1,12,2,3,2,500
57,1,12,2,3,2,640
24,1,12,2,3,2,160
39,1,12,1,3,2,550
26,1,14,2,3,2,358
45,1,7,1,3,2,378
31,1,18,1,2,2,250
33,1,17,2,3,2,590
41,1,12,1,3,2,750
35,1,16,2,2,2,650
31,1,12,2,3,2,750
36,1,11,2,3,3,250
30,1,16,2,3,3,560
47,1,12,2,2,3,500
49,1,0,2,3,3,105
42,1,16,2,3,3,550
27,1,16,2,3,3,400
36,1,14,1,3,3,590
34,1,11,2,3,3,334
34,2,10,2,3,3,240
41,1,6,2,3,3,250
30,1,12,2,3,3,260
32,1,13,2,3,3,230
53,1,13,2,3,3,500
53,1,10,2,2,3,466
54,1,4,2,3,3,350
32,1,12,2,3,3,240
36,1,12,1,2,3,440
26,1,12,1,3,3,294
49,1,12,2,3,3,720
41,1,12,1,2,3,480
36,1,12,1,3,3,340
38,1,11,2,3,3,400
53,2,8,2,3,3,313
33,1,10,1,3,3,298
54,1,12,2,3,3,500
40,1,18,2,2,3,250
44,1,16,2,3,3,800
43,1,12,1,3,3,348
29,1,12,2,3,3,577
47,1,12,1,3,3,360
26,1,18,2,2,3,900
35,1,12,1,2,3,800
45,1,9,2,3,3,332
30,1,12,1,3,3,344
28,1,12,2,3,3,330
35,1,17,2,3,3,730
42,1,18,2,3,3,673
33,1,18,2,3,2,999
30,1,12,2,3,2,300
38,1,16,2,2,2,520
40,1,12,2,3,2,800
33,1,16,2,3,2,210
49,1,12,2,2,2,432
40,1,12,1,3,2,488
42,1,12,1,2,2,520
31,1,9,2,2,2,300
25,1,12,2,2,2,300
32,1,12,2,2,2,570
50,1,8,2,2,2,382
29,1,13,2,2,2,545
52,1,12,1,2,2,640
52,1,12,1,3,2,405
22,2,12,2,2,2,320
58,1,12,2,2,2,600
57,1,8,1,3,2,502
26,1,12,2,2,2,308
49,1,11,1,3,2,840
40,1,16,2,3,2,300
50,1,8,2,3,2,360
25,1,10,2,3,2,375
27,1,15,2,2,4,999
63,1,12,2,2,4,480
31,3,11,2,2,4,350
51,1,14,2,2,4,999
30,1,16,2,2,4,498
28,1,12,2,3,4,254
30,1,16,2,2,4,999
26,1,10,2,2,4,335
32,1,13,2,2,4,577
43,1,18,2,2,4,800
62,1,18,2,2,4,700
27,1,12,2,2,4,400
23,1,14,2,2,4,200
59,3,3,2,3,4,220
53,1,7,2,3,4,180
29,1,10,2,3,4,999
34,1,18,2,3,4,600
39,3,11,2,3,4,500
47,1,12,2,3,4,620
30,3,12,1,3,4,504
22,1,14,2,3,4,532
24,1,12,2,3,4,250
58,1,12,2,3,4,800
41,3,16,2,3,4,955
27,1,16,2,2,4,800
35,1,12,1,3,4,460
36,1,12,2,3,4,520
21,1,15,2,3,4,220
48,1,14,2,2,4,277
62,1,16,2,3,1,688
33,1,10,2,2,1,400
23,1,12,2,3,1,375
29,1,16,2,3,1,400
63,1,12,2,3,1,346
26,1,12,2,3,1,170
43,1,12,2,3,1,330
29,1,12,2,3,1,400
55,1,12,2,3,1,370
45,1,13,2,2,1,769
54,1,11,1,3,1,495
41,1,12,2,3,1,500
24,1,12,2,3,1,500
26,1,14,2,3,1,500
49,1,12,2,3,1,500
50,1,12,1,3,1,560
24,1,14,2,3,1,225
32,1,12,1,3,1,575
48,1,16,2,2,1,540
40,1,18,2,3,1,720
30,1,12,2,3,4,160
43,1,8,2,3,4,300
40,1,16,1,2,4,500
35,1,16,2,2,4,250
52,1,12,2,2,4,260
47,1,12,1,2,4,520
63,1,18,2,2,4,999
32,1,18,1,2,4,222
41,1,14,2,2,4,720
44,1,14,1,2,4,300
46,1,18,2,2,4,999
34,1,18,1,2,4,494
39,2,12,2,3,4,230
44,1,12,1,2,4,850
61,1,9,1,3,4,320
46,1,16,2,2,4,375
34,1,16,2,3,4,850
30,1,12,2,2,4,180
41,1,16,2,2,1,600
56,1,14,2,2,1,450
60,1,12,2,2,1,999
36,1,16,1,2,1,650
43,1,12,1,2,1,480
51,1,0,1,2,1,280
36,1,16,1,2,1,320
36,1,16,2,2,1,350
37,1,12,2,3,1,700
22,1,16,2,2,1,377
22,1,16,2,2,1,280
56,1,12,1,2,1,310
27,1,12,2,2,1,550
52,3,16,2,2,1,999
26,1,12,1,2,1,240
61,1,10,1,2,1,680
55,1,12,2,2,1,600
33,1,12,2,2,4,480
50,1,16,1,2,4,520
40,1,12,2,2,4,440
32,1,14,2,3,4,400
28,1,12,1,3,4,190
34,3,12,2,2,4,190
33,3,12,2,2,4,230
34,1,13,1,3,4,400
33,3,5,2,3,4,150
24,1,17,2,3,4,183
55,1,12,2,3,4,280
31,1,17,2,2,4,425
29,1,13,1,3,4,396
46,1,16,2,3,4,900
22,1,14,2,3,4,280
51,1,18,2,3,4,400
40,1,16,2,2,4,500
52,1,8,2,3,4,280
23,1,12,2,3,4,322
35,1,17,2,2,4,800
28,1,16,2,2,4,550
61,1,12,2,3,4,548
23,1,12,2,3,4,220
48,1,18,2,3,4,879
32,1,12,2,3,4,150
29,1,12,2,3,4,146
23,1,14,2,2,4,180
27,1,12,2,3,1,338
28,1,12,2,2,1,360
59,1,12,2,1,1,999
29,1,12,2,3,1,280
29,1,12,1,3,1,213
30,1,13,2,3,1,600
57,1,16,2,2,1,999
26,1,12,2,3,1,320
39,1,18,2,2,1,577
37,1,15,2,1,1,999
35,1,16,2,1,1,999
26,1,12,2,2,1,528
21,1,12,2,3,1,375
51,1,12,2,3,1,340
40,1,18,1,2,1,423
51,1,18,2,3,1,200
26,1,13,2,3,1,360
28,1,12,2,3,1,144
36,1,12,1,2,1,726
55,1,13,2,2,4,320
38,1,16,2,2,4,537
39,1,12,2,2,4,692
48,3,13,2,3,4,540
29,1,16,2,2,4,150
26,2,12,2,2,4,340
23,1,13,2,2,4,380
52,1,18,1,2,4,500
33,1,12,2,2,4,83
39,1,12,2,2,4,100
24,1,12,2,2,4,260
38,3,8,2,2,4,180
21,1,12,2,2,4,280
55,1,14,2,2,4,300
56,1,12,2,3,4,214
33,1,12,2,2,4,180
37,1,12,2,2,4,320
47,2,10,2,2,4,160
34,1,12,1,2,4,400
51,1,12,2,3,4,493
37,1,17,2,3,4,230
55,1,18,2,3,4,600
39,1,16,1,3,4,523
40,1,18,2,3,4,300
48,1,11,2,3,4,200
46,1,12,2,3,4,151
56,1,12,2,3,4,518
21,1,14,2,3,4,250
35,1,12,2,3,4,204
52,1,11,2,3,4,350
44,1,9,2,3,4,388
55,1,12,1,3,4,600
27,1,12,2,3,2,225
25,1,16,2,3,2,250
24,1,12,2,2,2,300
46,1,12,1,3,2,480
37,2,15,1,2,2,360
40,1,14,2,3,2,532
41,1,12,2,3,2,900
27,1,9,2,2,2,360
34,1,16,2,2,2,275
29,1,12,2,3,2,275
64,1,13,2,3,2,999
33,1,16,1,2,2,684
46,1,18,2,3,2,577
22,1,16,2,3,2,180
35,1,16,2,2,2,328
49,1,12,2,3,2,203
22,1,16,2,3,2,146
22,1,16,2,3,2,484
44,1,16,2,3,2,750
44,1,8,1,3,2,550
33,1,16,2,3,2,570
45,1,16,2,3,2,700
28,1,14,2,3,2,247
28,1,16,2,3,2,250
53,1,12,2,3,2,173
58,1,7,2,3,2,300
28,1,12,2,3,2,280
26,1,18,2,3,2,117
28,1,12,2,3,2,293
24,1,16,2,3,2,180
56,1,12,2,3,2,250
46,1,12,2,3,2,320
62,1,12,2,3,2,250
41,1,17,2,3,2,825
45,1,12,2,3,2,500
33,1,17,2,3,2,600
25,1,12,2,3,2,290
32,1,12,2,3,2,224
54,1,8,2,3,2,389
43,1,16,2,3,2,538
29,1,18,2,1,3,640
36,2,12,2,1,3,175
32,1,18,2,1,3,700
22,2,12,2,1,3,266
25,2,12,2,1,3,254
29,3,12,1,1,3,400
24,1,16,2,1,3,225
26,2,16,2,1,3,200
45,2,12,2,1,3,250
36,2,14,2,1,3,577
53,2,12,1,1,3,510
30,1,14,2,1,3,700
41,2,14,1,3,3,600
27,1,16,2,1,3,500
46,1,18,1,1,3,835
51,1,18,1,1,3,750
36,1,12,2,1,3,300
31,1,13,2,1,3,500
24,1,15,2,1,3,260
49,1,12,2,1,3,750
31,1,13,2,1,3,600
32,1,13,2,3,3,560
22,1,15,2,3,3,600
39,2,12,2,3,3,450
40,1,12,2,3,3,825
29,1,16,2,1,3,600
36,1,12,1,3,3,385
34,1,14,2,3,3,375
38,1,18,2,1,3,999
31,1,16,2,1,3,450
31,1,12,2,3,3,420
23,1,10,2,3,1,620
36,1,12,1,2,1,400
33,1,16,2,3,1,885
38,1,16,2,3,1,475
49,1,16,2,3,1,999
25,1,16,2,2,1,272
33,1,12,2,3,1,240
27,1,12,2,3,1,300
21,1,12,2,3,1,310
33,1,18,1,3,1,432
47,1,12,2,3,4,450
33,1,12,1,3,4,700
29,1,12,2,3,4,435
25,1,12,2,3,4,300
34,1,14,2,3,4,400
45,1,12,1,3,4,720
39,1,12,2,3,4,390
33,1,14,2,3,4,350
34,1,12,2,3,4,200
34,1,13,2,3,4,500
45,1,12,2,3,4,650
41,1,15,2,3,4,560
40,1,13,2,3,4,725
51,1,12,2,3,4,999
59,1,16,2,3,4,500
48,1,16,2,2,4,600
22,1,12,2,3,4,400
38,1,12,2,3,4,999
29,1,16,2,2,4,400
33,1,13,2,3,4,312
33,1,16,2,2,4,563
38,1,16,2,2,4,912
30,1,12,2,3,4,560
45,1,14,2,2,4,400
24,1,14,2,2,4,400
42,1,14,1,3,4,500
47,1,12,2,2,4,350
21,2,12,2,2,4,370
36,1,14,1,3,4,640
35,3,12,2,2,4,268
31,1,18,2,3,4,452
46,1,18,1,2,4,999
43,1,16,2,2,4,999
37,1,14,2,3,4,847
24,1,14,2,2,4,225
36,1,12,2,3,4,400
53,1,16,2,1,4,650
54,1,9,1,1,4,920
39,3,18,1,1,4,720
34,1,18,1,1,4,580
45,1,12,1,2,4,769
35,1,18,2,1,4,500
49,3,4,2,1,4,210
43,2,18,2,1,4,885
33,1,12,2,1,4,400
31,3,8,2,2,4,160
42,1,14,2,1,4,300
28,1,18,2,1,4,500
47,1,16,2,1,4,999
28,1,16,2,1,4,750
45,1,14,2,1,4,800
45,3,14,1,1,4,813
26,3,12,2,1,4,450
21,3,10,2,1,4,208
32,3,12,1,1,4,440
36,3,6,1,1,4,658
32,3,6,2,1,4,320
51,3,3,2,1,4,201
27,1,15,2,1,4,284
30,1,12,1,1,4,700
23,1,14,2,1,4,158
54,1,16,2,2,4,999
37,1,14,2,1,4,492
28,3,6,2,1,4,190
32,3,0,2,1,4,200
27,3,2,2,1,4,146
44,1,16,2,1,4,861
28,1,17,1,1,4,450
42,3,4,2,1,4,338
22,1,12,1,1,4,845
24,1,16,2,2,4,430
21,1,14,1,1,4,180
42,1,16,1,1,4,850
58,1,12,2,1,4,817
48,3,2,1,1,4,300
22,3,6,2,1,4,160
27,3,14,1,1,4,500
21,3,8,2,1,4,146
35,3,3,2,1,4,146
47,3,8,2,3,4,150
21,3,12,2,3,4,250
51,1,8,1,1,4,800
40,1,16,2,1,4,500
59,1,16,2,1,4,817
37,1,9,1,2,4,600
38,3,18,1,1,4,470
40,1,18,2,1,4,730
26,3,9,2,1,4,300
55,1,11,1,1,4,999
31,1,12,2,1,4,360
28,3,6,2,1,4,300
42,1,12,2,1,4,302
28,3,12,2,1,4,520
32,1,18,2,1,4,999
41,1,18,2,2,4,570
28,3,12,2,1,4,380
22,1,14,2,1,4,200
47,1,14,2,1,4,800
24,1,14,2,1,4,260
30,1,11,2,1,4,468
21,3,9,2,1,4,134
27,3,11,2,1,4,406
64,1,12,2,1,4,800
37,1,14,1,1,4,500
40,3,0,2,1,4,240
25,3,3,2,1,4,220
33,1,16,2,2,4,280
38,1,12,2,1,4,400
45,3,6,1,1,4,400
43,1,18,2,1,4,900
32,1,15,2,1,4,975
55,1,12,1,2,4,240
38,1,14,1,2,4,480
61,1,18,2,1,4,650
35,1,12,2,1,4,553
28,1,16,2,1,4,500
22,1,16,2,1,4,380
22,1,13,2,1,4,200
34,1,16,2,1,4,700
53,1,13,1,1,4,750
27,3,12,2,1,4,250
32,1,16,2,1,4,999
45,3,6,2,1,4,200
41,1,12,1,1,4,999
21,3,6,2,1,4,260
30,1,17,2,2,4,440
47,3,12,1,1,4,480
28,2,14,1,2,4,600
32,2,18,2,2,4,575
26,1,13,2,1,4,600
35,3,6,2,1,4,230
56,1,14,2,1,4,800
30,1,14,2,2,4,300
27,1,16,2,1,4,500
21,1,14,2,1,4,350
28,3,13,2,1,4,300
41,1,12,2,1,4,602
45,1,10,1,1,4,440
24,1,12,2,1,4,550
23,3,9,2,1,4,320
29,1,15,2,1,4,340
26,1,10,2,1,4,380
49,3,7,2,1,4,360
25,2,14,2,1,4,383
37,1,14,2,1,4,750
60,1,14,2,1,4,362
23,3,11,2,1,4,180
52,1,15,2,1,4,600
26,1,16,2,1,4,460
21,1,12,1,1,4,633
30,1,13,2,1,4,560
35,1,16,2,1,4,600
50,1,5,1,1,4,480
56,1,12,1,1,4,632
51,3,2,2,1,4,140
24,1,14,2,1,4,200
27,3,10,2,1,4,400
56,1,14,1,1,4,629
38,1,12,1,1,4,400
28,3,4,2,1,4,134
31,1,12,2,1,4,800
46,2,13,2,1,4,500
52,1,14,2,2,4,999
57,1,18,2,1,4,788
29,1,13,2,1,4,264
44,2,12,2,1,4,500
50,1,12,2,1,4,850
29,1,13,2,2,4,500
21,3,12,2,1,4,260
28,1,12,2,1,4,200
41,1,14,2,2,4,600
38,1,12,2,2,4,480
53,1,16,2,1,4,710
36,1,16,2,1,4,800
27,1,12,2,2,4,340
26,1,16,2,1,4,570
42,1,12,1,2,4,276
27,3,6,2,1,4,340
24,3,6,2,1,4,300
24,1,16,2,1,4,770
29,1,16,2,1,4,850
41,2,13,2,1,4,371
60,1,12,1,3,4,999
34,1,12,2,1,1,515
52,2,12,1,1,1,680
40,1,10,2,2,1,400
22,2,16,1,1,1,380
50,1,15,2,2,1,500
26,1,15,2,2,1,360
51,1,15,2,2,1,999
49,1,18,2,2,1,999
42,2,12,1,1,1,279
48,1,9,2,2,1,180
52,3,10,1,1,1,225
22,3,12,2,1,1,220
47,1,16,1,1,1,432
33,1,11,1,1,1,460
54,1,12,1,2,1,440
38,1,15,1,1,1,567
39,1,18,2,1,1,600
38,3,10,2,1,1,610
41,3,8,2,1,1,190
21,1,12,1,2,1,240
33,1,12,2,3,1,425
56,1,15,2,2,1,635
32,1,12,2,3,1,200
37,1,14,1,1,1,680
31,2,15,2,1,1,444
57,1,12,2,1,1,650
53,1,12,1,1,1,520
22,1,16,2,2,1,610
36,1,12,2,2,1,300
33,1,14,2,1,1,400
35,1,12,1,1,1,600
50,2,18,2,1,1,999
29,1,16,2,1,1,577
63,1,9,2,1,1,650
38,2,16,2,1,1,300
24,1,16,2,1,1,400
28,1,18,2,1,1,800
51,1,12,2,2,1,500
47,1,18,2,1,1,850
60,3,12,1,1,1,250
31,1,18,1,1,1,800
59,1,12,2,2,1,215
41,1,15,2,1,1,999
25,1,16,2,1,1,999
60,1,12,2,2,1,645
64,2,8,2,1,1,350
30,2,6,2,1,1,210
29,1,16,2,3,1,575
27,1,16,1,1,1,810
47,1,8,1,1,1,700
50,1,14,2,1,1,999
54,1,15,1,1,1,800
41,1,16,2,1,1,360
50,2,11,2,1,1,300
21,1,12,2,3,1,300
58,3,12,1,1,1,500
23,1,17,2,1,1,975
40,1,16,2,1,1,770
34,1,14,1,1,1,575
43,1,17,2,1,1,560
46,1,14,2,1,1,900
29,1,14,2,2,1,800
28,1,14,1,1,1,500
48,1,14,2,3,1,400
52,1,12,1,1,1,600
26,1,12,1,1,1,550
29,1,12,2,2,1,450
39,1,12,2,1,1,525
38,1,14,2,2,1,700
41,1,12,2,1,1,999
44,1,12,1,2,1,520
30,2,15,2,2,1,320
61,1,18,2,1,1,999
39,1,12,2,2,1,180
30,1,14,1,1,1,480
54,2,9,1,1,1,470
32,1,15,2,1,1,600
31,1,12,2,1,1,425
37,1,12,2,1,1,175
26,1,16,2,2,1,500
38,1,12,2,1,1,426
44,2,12,2,1,1,150
21,1,15,2,1,1,280
40,2,10,2,2,1,598
64,1,7,2,3,1,400
29,1,16,2,2,1,430
31,1,14,2,1,1,500
60,2,12,2,1,1,250
64,2,12,2,1,1,350
29,2,12,1,1,1,577
30,1,17,2,1,1,418
52,1,12,2,3,1,820
50,1,16,2,1,1,800
33,1,14,2,2,1,650
24,1,14,2,2,1,648
57,2,16,1,1,1,400
47,1,16,2,1,1,500
57,1,12,1,1,1,500
28,1,12,1,2,1,260
49,3,4,2,1,1,475
41,1,18,2,1,1,325
39,1,16,1,2,1,560
42,1,13,2,2,1,800
57,1,18,2,1,1,999
27,1,18,2,1,1,819
29,1,12,2,2,1,280
29,1,12,1,1,1,640
55,1,4,2,2,1,200
50,1,15,2,1,1,540
37,1,15,2,1,1,540
32,1,12,2,1,1,200
61,1,12,2,1,1,920
54,1,16,2,2,1,800
39,3,14,2,1,1,800
41,1,12,2,3,3,280
51,3,6,2,1,3,300
22,1,14,2,1,3,200
35,2,13,2,1,3,300
31,2,17,2,1,3,369
46,1,14,2,2,3,260
32,1,16,1,1,3,591
22,3,11,2,2,3,160
29,1,14,2,2,3,525
26,3,12,2,2,3,370
38,1,13,2,1,3,536
29,1,17,2,1,3,584
40,1,16,2,1,3,750
36,3,16,2,2,3,412
52,1,12,2,1,3,560
31,1,12,2,3,3,350
39,3,14,2,3,3,182
57,1,14,2,1,3,500
39,1,14,2,3,3,999
39,1,13,2,1,3,688
43,1,17,2,2,3,704
39,2,12,1,1,3,430
23,1,12,2,1,3,150
31,3,4,2,2,3,200
41,1,10,2,1,3,200
26,1,9,2,3,3,240
33,1,12,2,1,3,300
30,1,13,2,1,3,680
26,2,17,2,1,3,360
27,1,10,2,3,3,300
27,3,8,2,3,3,180
61,1,5,2,3,3,306
28,1,16,1,1,3,450
26,2,12,2,1,3,160
50,1,12,2,1,3,285
26,1,12,2,1,3,210
21,1,13,2,3,3,203
40,1,17,2,1,3,999
56,2,14,2,2,3,625
29,1,12,2,1,3,600
23,1,15,2,1,3,600
42,1,12,2,3,3,825
56,1,14,2,1,3,450
47,1,12,2,2,3,275
25,1,12,1,2,3,700
43,1,14,2,1,3,976
33,2,12,2,1,3,430
25,3,10,2,2,3,221
27,1,14,2,2,3,160
26,1,12,2,1,3,350
27,3,6,2,3,3,670
30,1,17,2,1,3,600
46,3,6,2,3,3,160
35,1,12,2,3,3,358
37,3,13,1,3,3,250
31,1,12,2,3,3,494
46,3,12,2,1,3,200
60,1,12,2,2,3,650
28,1,16,2,1,3,420
58,1,12,2,3,3,999
50,3,18,2,1,1,999
34,1,12,2,3,1,310
53,1,12,2,2,1,520
52,2,12,1,2,1,520
60,1,12,1,2,1,438
31,1,12,2,2,1,306
49,1,12,2,1,1,460
31,1,12,2,2,1,560
45,1,12,2,2,1,320
21,1,15,2,1,1,200
55,1,8,1,1,1,240
26,1,16,2,1,1,962
46,1,12,2,2,1,400
27,3,9,2,3,1,200
45,1,17,2,1,1,999
38,2,11,2,1,1,480
34,2,16,1,1,1,548
35,1,14,1,1,1,530
54,1,12,2,2,1,600
24,1,12,2,2,1,360
46,1,12,2,2,1,450
24,1,17,2,2,1,500
34,1,12,1,1,1,580
29,1,16,2,1,1,200
49,1,12,2,1,1,700
57,1,18,1,3,1,800
55,1,12,2,1,1,400
55,1,8,2,1,1,300
21,1,12,2,1,1,214
50,1,12,1,2,1,550
30,1,12,2,1,1,700
61,1,9,2,1,1,193
28,1,12,2,3,1,254
36,1,11,2,1,1,400
51,1,18,2,1,1,900
49,1,16,2,1,1,999
53,1,11,1,2,1,332
48,1,12,2,1,1,400
59,1,12,2,2,1,432
50,1,12,2,1,1,515
37,1,12,1,1,1,599
48,1,12,2,2,1,348
26,1,14,2,2,1,228
56,1,12,2,1,1,808
30,1,12,1,1,1,260
35,1,16,2,1,1,403
58,2,9,1,1,1,200
27,1,12,2,1,1,200
30,1,18,2,2,1,900
43,1,12,1,2,1,360
44,1,12,2,1,1,300
36,1,12,1,3,1,343
40,1,12,2,2,1,130
42,1,12,1,3,1,480
40,1,18,2,1,1,520
28,1,17,2,1,1,250
34,1,17,2,1,1,999
36,1,16,2,1,1,400
38,1,14,2,1,1,392
63,1,5,1,2,1,210
48,1,13,1,2,1,420
27,1,12,2,1,1,314
32,1,12,1,1,1,450
42,1,12,2,3,1,480
21,1,12,2,3,1,260
61,1,16,2,1,1,403
50,1,12,2,1,1,460
35,1,14,2,1,1,450
58,2,7,2,1,1,286
32,1,14,1,1,1,580
28,1,12,2,2,1,324
37,1,18,2,3,1,999
23,1,17,2,1,1,250
29,1,10,1,2,1,385
42,3,4,2,1,1,200
45,1,15,2,1,1,999
31,1,12,1,2,1,470
37,1,12,1,3,1,360
37,1,15,2,1,2,600
25,1,16,2,2,2,300
60,1,9,1,2,2,500
46,1,18,1,1,2,500
37,1,18,2,2,2,400
34,1,12,2,1,2,580
50,1,12,1,3,2,744
39,1,12,2,1,2,650
38,1,13,1,1,2,440
31,1,16,2,3,2,266
51,1,12,1,3,2,376
56,1,16,2,1,2,439
34,3,14,2,1,2,440
44,1,12,1,3,2,600
35,1,16,2,2,2,800
51,1,10,1,1,2,640
36,1,12,2,1,2,500
26,1,15,2,1,2,700
27,1,12,2,3,2,212
26,1,16,2,1,2,600
37,1,12,2,2,2,450
47,1,14,1,2,2,416
64,1,12,1,1,2,665
29,2,13,2,1,2,304
25,2,12,2,1,2,140
23,1,16,2,1,2,700
30,3,14,1,1,2,360
22,2,13,2,1,2,200
29,1,13,2,1,2,500
30,1,12,1,3,2,420
32,1,15,1,3,2,769
24,1,11,2,1,2,320
30,1,12,2,1,2,172
39,1,12,1,1,2,495
40,1,14,2,1,2,163
46,1,13,2,3,2,246
52,1,8,2,1,2,640
55,1,12,1,1,2,680
48,1,13,2,1,2,999
59,1,14,1,1,2,500
46,1,12,2,1,2,500
27,1,13,2,2,2,400
23,1,16,2,1,2,770
52,2,12,2,1,2,300
47,1,12,2,1,2,320
43,1,15,2,1,2,999
43,1,11,1,3,2,690
23,1,13,1,1,2,240
33,1,12,2,3,2,270
51,1,18,2,3,2,999
61,2,13,1,1,2,380
33,1,14,1,1,2,675
47,1,12,2,1,2,600
26,1,12,2,1,2,200
30,2,12,1,1,2,560
56,1,12,2,1,2,577
35,1,14,2,1,2,700
38,1,12,2,1,2,340
35,2,15,1,1,2,475
31,1,18,2,1,2,420
32,1,14,1,1,2,750
56,1,18,2,1,2,999
37,1,18,2,1,2,400
36,1,18,2,2,2,500
56,1,18,1,1,2,999
43,1,13,1,1,2,360
41,1,18,2,1,2,500
41,1,12,2,1,2,601
34,1,15,1,3,2,420
35,1,16,2,2,2,673
41,1,13,2,2,2,800
33,1,14,2,2,2,436
58,1,7,2,2,2,400
32,1,18,2,1,2,363
21,1,12,2,2,2,450
27,1,12,2,3,2,375
31,1,15,2,1,2,494
49,2,12,2,2,2,480
38,1,13,1,1,2,460
60,1,12,1,2,2,432
38,1,12,1,2,2,530
36,1,12,2,3,2,440
40,1,12,1,3,2,480
42,1,13,2,2,2,800
56,1,8,1,1,2,924
27,1,12,1,1,2,200
49,1,12,2,2,2,438
53,1,11,1,2,2,700
46,1,8,2,3,2,523
33,1,14,2,2,2,690
40,1,16,1,2,2,590
57,1,12,1,3,2,480
56,1,12,1,2,2,400
40,1,14,2,3,2,440
57,1,16,2,2,2,999
39,1,12,1,2,2,454
31,1,18,2,2,2,270
44,1,12,1,1,2,660
33,1,17,2,1,2,425
39,1,12,2,2,2,400
34,1,14,1,2,2,650
37,1,12,2,1,2,560
43,1,12,1,1,2,576
31,1,11,2,1,2,560
27,1,12,2,1,2,500
45,1,11,1,1,2,618
57,1,18,2,2,2,650
33,1,12,2,3,2,473
25,1,14,2,2,2,300
43,2,12,1,2,2,410
22,1,16,2,3,2,500
47,1,12,2,1,2,384
37,1,13,1,3,2,400
28,1,13,2,2,2,440
55,1,11,1,1,2,600
27,1,16,2,2,2,500
39,1,12,2,1,2,500
22,1,12,1,1,2,384
49,1,16,2,1,2,925
28,1,14,2,1,2,350
28,1,10,2,2,2,320
51,1,18,2,2,2,920
37,1,16,2,2,2,999
35,1,12,2,2,2,550
33,1,12,2,2,2,700
47,1,12,1,1,2,340
36,1,12,2,2,2,750
22,1,12,2,2,2,200
25,1,16,1,1,2,769
32,1,12,2,1,2,400
27,1,12,2,3,2,446
38,1,12,1,1,2,334
34,1,12,1,2,2,496
40,1,18,2,2,2,999
28,1,12,2,1,2,480
50,1,16,2,3,2,900
23,1,12,2,2,2,240
29,1,12,2,2,2,367
59,1,17,1,2,2,999
38,1,12,2,2,2,400
51,1,12,2,3,2,230
51,1,12,2,3,2,360
25,1,12,2,3,2,280
49,1,9,2,2,2,359
23,1,12,2,2,2,180
43,1,18,2,2,2,540
29,1,10,2,2,2,350
57,1,12,2,1,2,500
48,1,8,2,2,3,720
25,1,12,2,2,3,160
47,1,12,2,2,3,520
42,1,12,2,2,3,999
52,3,11,2,2,3,240
33,1,12,2,2,3,182
26,1,12,2,2,3,137
29,1,12,2,2,3,400
45,1,14,2,2,3,500
44,1,12,2,2,3,571
63,1,15,2,2,3,999
35,1,13,2,2,3,400
43,1,12,2,2,3,400
58,3,6,2,1,3,240
28,1,12,2,2,3,270
33,3,12,2,1,3,186
48,1,12,2,2,3,306
63,1,16,2,2,3,770
55,1,16,2,2,3,450
47,1,12,1,2,3,230
57,1,11,2,2,3,450
21,1,13,2,1,3,126
22,1,14,2,2,3,180
28,1,15,2,2,3,270
33,1,12,1,3,3,420
28,2,14,2,2,3,228
44,1,12,2,1,3,999
29,1,18,1,2,3,600
32,1,12,2,2,3,380
47,1,16,2,1,3,865
31,1,13,2,2,3,648
35,1,12,2,2,3,500
29,1,16,2,2,3,300
27,1,13,2,2,3,800
28,1,12,2,2,3,348
28,3,8,2,1,3,360
39,1,16,2,2,3,950
28,2,14,2,1,3,200
58,1,16,2,2,3,999
49,1,16,2,2,3,731
28,1,16,2,2,3,420
24,1,11,2,2,3,600
39,1,16,2,2,3,731
37,1,12,2,2,3,480
22,2,12,2,2,3,158
22,1,12,2,2,3,240
51,1,14,2,1,3,800
46,1,12,1,1,3,400
42,2,11,2,2,3,105
52,1,14,2,2,3,706
37,1,9,2,2,3,300
57,1,15,1,2,3,440
35,1,13,2,2,3,410
49,2,9,2,2,3,320
50,2,11,2,2,3,242
22,3,4,2,3,3,140
58,1,12,2,2,3,365
59,1,12,2,2,3,290
30,1,15,1,1,3,702
48,1,16,2,3,3,769
22,1,14,2,2,3,260
30,1,14,2,3,3,440
59,2,7,2,2,3,191
61,1,14,2,3,3,900
34,1,13,2,2,3,550
55,2,6,2,1,3,240
33,1,16,1,1,2,100
36,2,11,1,1,2,600
39,1,12,1,3,2,283
57,1,12,2,3,2,308
33,1,12,2,1,2,209
29,1,15,2,2,2,500
28,1,13,2,1,2,431
28,1,16,2,1,2,520
42,1,12,1,2,2,615
28,1,13,2,1,2,480
36,1,11,2,1,2,500
40,1,13,1,1,2,640
40,1,12,1,2,2,563
33,1,13,2,2,2,475
22,1,15,2,2,2,140
26,1,13,2,1,2,244
35,1,13,1,1,2,888
24,2,12,2,1,2,160
